name,address,area,city,pincode,phone,rating,reviews,category,dealer_type,source,source_url
Battery Corner,"Dharam Karam Road, Ameerpet, Hyderabad",Ameerpet,Hyderabad,500016,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Battery-Corner-Adjacent-to-Metro-Pillar-No-1438-Near-Lal-Bungalow-Opposite-Jaydurga-Furnishings-Ameerpet/040PXX40-XX40-090511122947-V6N4_BZDET
Sree Geetha Enterprises,"Main Road, Punjagutta, Hyderabad",Punjagutta,Hyderabad,500082,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Sree-Geetha-Enterprises-Beside-Fortune-Kathriya-Hotel-Punjagutta/040PXX40-XX40-100225105240-D8A4_BZDET
Sri Balaji Enterprises,"Kphb Colony, Kukatpally, Hyderabad",Kukatpally,Hyderabad,500072,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Sri-Balaji-Enterprises-Near-Bus-Depot-Kukatpally/040PXX40-XX40-130627181125-H4G8_BZDET
Popular Battery,"Nampally, Hyderabad",Nampally,Hyderabad,500001,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Popular-Battery-Nampally/040PXX40-XX40-250410203541-I5L3_BZDET
Mahalakshmi Enterprises,"Krishna Nagar, Rajendra Nagar, Hyderabad",Rajendra Nagar,Hyderabad,500030,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Mahalakshmi-Enterprises-Near-By-Dps-School-Rajendra-Nagar/040PXX40-XX40-201110161803-B8E6_BZDET
Jykaa Power Tech,"Phase 3, Moti Nagar, Hyderabad",Moti Nagar,Hyderabad,500018,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Jykaa-Power-Tech-Opposite-Sri-Bhargavi-Hospital-Kalyan-Nagar-Moti-Nagar/040PXX40-XX40-200222162102-Q9R4_BZDET
Jaya Electronics,"Koti, Hyderabad",Koti,Hyderabad,500095,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Jaya-Electronics-Koti/040PXX40-XX40-210303143614-B4C4_BZDET
Abhilash Power Solutions,"Madhura Nagar, Ameerpet, Hyderabad",Ameerpet,Hyderabad,500016,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Abhilash-Power-Solutions-Near-More-Super-Market-Ameerpet/040PXX40-XX40-110207195220-X8U5_BZDET
Thirumala Power Solutions (Battery Shop Wholesale),"Bandlaguda Jagir, Bandlaguda Jagir-Kismatpura, Hyderabad",Bandlaguda Jagir-Kismatpura,Hyderabad,500086,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Thirumala-Power-Solutions-Battery-Shop-Wholesale-Beside-Apna-Rasta-Bar-Bandlaguda-Jagir-Kismatpura/040PXX40-XX40-241009115412-A4V7_BZDET
Sai Automotive,"TS Genco Office Rd., Yousufguda, Hyderabad",Yousufguda,Hyderabad,500045,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Sai-Automotive-Rajeevnagar-Entry-Arch-Yousufguda/040PXX40-XX40-230719205219-Z1L2_BZDET
Yahweh Enterprises,"Kk Convention Road, Sun City, Hyderabad",Sun City,Hyderabad,500091,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Yahweh-Enterprises-Opp-to-Vijaya-Ganapati-Temple-Sun-City/040PXX40-XX40-230513155357-Q6J9_BZDET
Vision Enterprises,"Street No-5, Best Bakers, West Marredpally, West Marredpally, Hyderabad",West Marredpally,Hyderabad,500026,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Vision-Enterprises-Nehure-Nagar-Park-West-Marredpally/040PXX40-XX40-240425130304-J7F6_BZDET
Pragati Enterprises,"Ameerpet,Satyam Theatre Road, Ameerpet, Hyderabad",Ameerpet,Hyderabad,500016,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Pragati-Enterprises-Opposite-Gurudwara-Building-Ameerpet/040PGE01550_BZDET
PGB Batteries Sales & Service,"Raj Bhavan Road, Somajiguda, Hyderabad",Somajiguda,Hyderabad,500082,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/PGB-Batteries-Sales-Service-Opposite-Kapadia-Lane-Somajiguda/040PXX40-XX40-140319214626-L7W2_BZDET
N K Batteries,"Yousuguda Road, Yousufguda, Hyderabad",Yousufguda,Hyderabad,500045,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/N-K-Batteries-Beside-Hyderabad-Restaurant-and-Opposite-Pillar-No-C-1503-Yousufguda/040PXX40-XX40-161224130115-P4A4_BZDET
S R Batteries,"Pragati Nagar Main Road, Pragathi Nagar-Bachupally, Hyderabad",Pragathi Nagar-Bachupally,Hyderabad,500090,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/S-R-Batteries-Beside-Bharath-Petrol-Bunk-Pragathi-Nagar-Bachupally/040PXX40-XX40-200130194144-U3C4_BZDET
Ecobright Solutions,"Lakshmi Narasimha Swamy Nagar, Puppalaguda, Hyderabad",Puppalaguda,Hyderabad,500089,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Ecobright-Solutions-Near-Narasimha-Swamy-Temple-Puppalaguda/040PXX40-XX40-130426154831-X2C8_BZDET
BATTERY MART,"Road/Street: Nizampet Village, Nizampet Village, Hyderabad",Nizampet Village,Hyderabad,500090,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/BATTERY-MART-LocalitySub-Locality-Nizampet-Nizampet-Village/040PXX40-XX40-200812114735-T3R9_BZDET
Gs Battery,"Near 100 Feet Road Ayyappa Society, Madhapur, Hyderabad",Madhapur,Hyderabad,500081,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Gs-Battery-Opp-True-Value-Showroom-Madhapur/040PXX40-XX40-221213124203-P4F5_BZDET
Aishwarya Power Solutions,"Uppal, Hyderabad",Uppal,Hyderabad,500039,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Aishwarya-Power-Solutions-Near-Kalyanpuri-Colony-Uppal/040PZE03340_BZDET
Sai Venkata Ramana Enterprises,"Street No 9, Ramanthapur, Hyderabad",Ramanthapur,Hyderabad,500013,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Sai-Venkata-Ramana-Enterprises-Near-Sai-Ram-Convent-School-Ramanthapur/040PXX40-XX40-210330093520-E4Q1_BZDET
M K Power Solutions,"Deluxe Colony, Toli Chowki, Hyderabad",Toli Chowki,Hyderabad,500008,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/M-K-Power-Solutions-Opposite-St-Joseph-College-Toli-Chowki/040PXX40-XX40-130619232521-H1V4_BZDET
Sba Technologies,"Road No 3, New Bowenpally, Hyderabad",New Bowenpally,Hyderabad,500011,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Sba-Technologies-Road-to-Children-Play-Ground-New-Bowenpally/040PXX40-XX40-090929145455-D8A7_BZDET
Om Sai Batteries,"Public Sector Colony, New Bowenpally, Hyderabad",New Bowenpally,Hyderabad,500011,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Om-Sai-Batteries-Near-Bowenpally-Check-Post-New-Bowenpally/040PXX40-XX40-160607160612-A4Z2_BZDET
Rajesh Auto Electrical Works,"Main Road Shamshabad Nh 7, Shamshabad, Rangareddy",Shamshabad,Hyderabad,501218,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Rangareddy/Rajesh-Auto-Electrical-Works-Opposite-Hdfc-Bank-Shamshabad/040PXX40-XX40-091108154317-V6J9_BZDET
SSV Sri Power Technologies & Services,"Balapur X Road, Badangipet, Hyderabad",Badangipet,Hyderabad,500058,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/SSV-Sri-Power-Technologies-Services-BALAPUR-Badangipet/040PXX40-XX40-190722194245-B7Q6_BZDET
Sri Radhika Power Solution,"Attapur, Hyderabad",Attapur,Hyderabad,500048,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Sri-Radhika-Power-Solution-Opposite-to-Pillar-No-108-Attapur/040PXX40-XX40-130421164523-T3C3_BZDET
PR BATTERIES,"Raghvendra Colony, Kondapur, Hyderabad",Kondapur,Hyderabad,500084,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/PR-BATTERIES-Opp-Hamptons-Ark-Apartments-Kondapur/040PXX40-XX40-250404134341-S6P9_BZDET
M2S ENERGY SOLUTIONS,"Devarayamjal Road, Thumkunta, Rangareddy",Thumkunta,Hyderabad,500078,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Rangareddy/M2S-ENERGY-SOLUTIONS-Opposite-Mugula-Ramakrishna-Reddy-Function-Hall-Thumkunta/040PXX40-XX40-251220223254-D9Q8_BZDET
Motive Motors,"Maruti Nagar, Sitarampuram, Bowenpally, Hyderabad",Bowenpally,Hyderabad,500011,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Motive-Motors-Opposite-Narayana-School-Bowenpally/040PXX40-XX40-110408091915-A7M6_BZDET
S S Power Solutions,"Opposite to Vikas School, B N Reddy Nagar, Hyderabad",B N Reddy Nagar,Hyderabad,500070,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/S-S-Power-Solutions-Near-B-D-Reddy-Gardens-B-N-Reddy-Nagar/040PXX40-XX40-170528125431-I8V7_BZDET
Sri Ram Electronics,"Indra Nagar, Ramanthapur, Hyderabad",Ramanthapur,Hyderabad,500013,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Sri-Ram-Electronics-Near-Satyanarayana-Swami-Temple-Ramanthapur/040PXX40-XX40-170502165950-L7G4_BZDET
Anand Electricals,"Main Road, Himayat Nagar, Hyderabad",Himayat Nagar,Hyderabad,500029,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Anand-Electricals-Beside-HDFC-Bank-Himayat-Nagar/040PZ004949_BZDET
Hari Shankar Enterprises,"Road No 1,V M Home Metro Station, GreenHills Colony, Kothapet, Hyderabad",Kothapet,Hyderabad,500035,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Hari-Shankar-Enterprises-Near-By-Pillar-Number-1624-Kothapet/040PXX40-XX40-231012173328-F8S8_BZDET
R J Power Service,"Main Road, Kakatiya Nagar-neredmet, Hyderabad",Kakatiya Nagar-neredmet,Hyderabad,500056,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/R-J-Power-Service-Near-Nagalaxmi-Function-Hall-Kakatiya-Nagar-neredmet/040PXX40-XX40-210421193954-N9Q1_BZDET
Power Tech Services,"Bhavani Nagar, Kapra, Ecil Post,, Ecil, Hyderabad",Ecil,Hyderabad,500062,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Power-Tech-Services-Beside-Cal-Public-School-Ecil/040PXX40-XX40-140730110436-H8F6_BZDET
Essquare Enterprise,"4, VIP Road,, Gopalpur, Kolkata",Gopalpur,Kolkata,700052,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Essquare-Enterprise-Kaikhali-Gopalpur/033PXX33-XX33-120601171211-L1J9_BZDET
The Inverter Battery Care,"New Barrackpore, New Barrackpore, Kolkata",New Barrackpore,Kolkata,700131,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/The-Inverter-Battery-Care-Nabapally-Lichubagan-Riksha-Stana-New-Barrackpore/033PXX33-XX33-140618154749-Z7L9_BZDET
P K Car Decor,"M G Road, Budge Budge, Kolkata",Budge Budge,Kolkata,700137,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/P-K-Car-Decor-Opposite-P-K-Music-Furniture-Showroom-Near-Budge-Budge-Chowrasta-Stop-Budge-Budge/033PXX33-XX33-091010204725-E4A3_BZDET
Gupta International,"Cotton Street, Burrabazar, Kolkata",Burrabazar,Kolkata,700007,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Gupta-International-Burrabazar/033PXX33-XX33-190828182803-R4L5_BZDET
Battery Zone,"APC Road, Beadon Street, Kolkata",Beadon Street,Kolkata,700006,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Battery-Zone-Near-Khanna-More-Beadon-Street/033PXX33-XX33-170914132348-U2R1_BZDET
Trinath Electronics,"Punjab National Bank, Naktala, Kolkata",Naktala,Kolkata,700047,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Trinath-Electronics-Near-By-Iris-Hospital-Naktala/033PXX33-XX33-210416154018-N8I6_BZDET
Techno Power,"Girish Mukherjee Road, Bhawanipur, Kolkata",Bhawanipur,Kolkata,700025,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Techno-Power-Near-Netaji-Bhawan-Metro-Station-Bhawanipur/033PJDYPKK12252_BZDET
Amaika Associates,"Jessore Road, Dum Dum, Kolkata",Dum Dum,Kolkata,700028,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Amaika-Associates-Kajipara-More-Nagerbazar-Dum-Dum/033PXX33-XX33-220313120729-W9K6_BZDET
Zillion Power India Pvt Ltd,"Nafar Chandra Das Road, Behala, Kolkata",Behala,Kolkata,700034,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Zillion-Power-India-Pvt-Ltd-Opposite-Orient-Day-School-Behala/033PXX33-XX33-140106145743-T1Q6_BZDET
Shree Jagadamba Traders,"Jessore Road, Laketown, Kolkata",Laketown,Kolkata,700089,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Shree-Jagadamba-Traders-Opp-Kalindi-More-Laketown/033PXX33-XX33-170914193504-N4L7_BZDET
Maya Battery & Electrical Works,"Jadulal Mullick Road, Beadon Street, Kolkata",Beadon Street,Kolkata,700006,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Maya-Battery-Electrical-Works-Near-Kalakar-Street-Post-Office-Beadon-Street/033PXX33-XX33-101122114031-D6U9_BZDET
MyTVS-GET SET AUTO,"Rajarhat Main Road, Rajarhat, Kolkata",Rajarhat,Kolkata,700135,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/MyTVS-GET-SET-AUTO-New-Town-North-Twenty-Four-Parganas-Rajarhat/033PXX33-XX33-230305101938-Y6V2_BZDET
Automobile World,"167 Garia Station Road, Garia, Kolkata",Garia,Kolkata,700084,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Automobile-World-Near-Kavi-Nazrul-Station-Garia/033PXX33-XX33-120208155322-U4H2_BZDET
MyTVS-Mahaveer Automobile,"Ruiya , Kalyani Express Way, Barrackpore, Kolkata",Barrackpore,Kolkata,700120,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/MyTVS-Mahaveer-Automobile-PS-Rahara-Kolkata-Barrackpore/033PXX33-XX33-200218195033-L6X6_BZDET
MyTVS-Behal Motor Works,"Jessore Road, Ganganagar, Kolkata",Ganganagar,Kolkata,700132,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/MyTVS-Behal-Motor-Works-Behind-Indian-Oil-Petrol-Pump-Ganganagar/033PXX33-XX33-240418020243-C6V4_BZDET
Krishna Battery,"Salt Lake Road, Salt Lake City Sector 1, Kolkata",Salt Lake City Sector 1,Kolkata,700064,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Krishna-Battery-Opposite-Seba-Hospital-Salt-Lake-City-Sector-1/033PXX33-XX33-230919124523-I6L7_BZDET
S S Enterprise,"50C Tollygunge Road Kolkata - 26, Kalighat, Kolkata",Kalighat,Kolkata,700026,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/S-S-Enterprise-Near-Khargola-More-Kalighat/033PXX33-XX33-130901160505-I8X5_BZDET
A M Batteries and Inverters,"Street No- 1, Himayat Nagar, Hyderabad",Himayat Nagar,Hyderabad,500029,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/A-M-Batteries-And-Inverters-Beside-Lane-Of-Tanisq-Jeweller-Himayat-Nagar/040PXX40-XX40-171110192238-R3F6_BZDET
Sreenidhi Enterprises,"GADDIANARAM ROAD OPP KODANDA RAMALAYAM STATUE, Gaddi Annaram, Hyderabad",Gaddi Annaram,Hyderabad,500060,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Sreenidhi-Enterprises-Sivaganga-Theatre-GADDIANARAM-ROAD-Gaddi-Annaram/040PXX40-XX40-190808125608-V8U6_BZDET
CHAITANYA POWER CARE SYSTEMS,"Bowenpally Road, Bowenpally, Hyderabad",Bowenpally,Hyderabad,500011,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/CHAITANYA-POWER-CARE-SYSTEMS-Opposite-Akhila-Hydraulics-Bowenpally/040PXX40-XX40-251227174737-G2S8_BZDET
Akhil Inverter Repair & Services,"Main Road No :12, Huda Colony, Kothapet, Hyderabad",Kothapet,Hyderabad,500035,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Hyderabad/Akhil-Inverter-Repair-Services-Near-Mandal-Office-Saroor-Nagar-Kothapet/040PXX40-XX40-160118190232-H5A4_BZDET
Maa Manasha Tyre Sales & Repair,"Diamond Harbour Road, Behala Chowrasta, Kolkata",Behala Chowrasta,Kolkata,700008,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Maa-Manasha-Tyre-Sales-Repair-Beside-Pulse-Diagnostic-Behala-Chowrasta/033PXX33-XX33-221129031331-I7H3_BZDET
Sati Agency ( Luminous Distributor & Solar Installer),"Lenin Sarani, Dharmatala, Kolkata",Dharmatala,Kolkata,700013,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Sati-Agency-Luminous-Distributor-Solar-Installer-Near-Jyoti-Cinema-Hall-Dharmatala/033PXX33-XX33-210415221023-Y6P8_BZDET
Kiran Electronics India,"Bangur Avenue, Kolkata",Bangur Avenue,Kolkata,700055,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Kiran-Electronics-India-Opposite-Swimming-Pool-Bangur-Avenue/033PXX33-XX33-131230153340-V6M9_BZDET
Tech Services,"BM Road, Haltu, Kolkata",Haltu,Kolkata,700078,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Tech-Services-Near-BM-Road-Haltu/033PXX33-XX33-241024220600-G4X3_BZDET
Rimso Battery Industry,"A P C Road, Manicktala, Kolkata",Manicktala,Kolkata,700006,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Rimso-Battery-Industry-Near-Sahitya-Parishad-Manicktala/033P9999664_BZDET
Image Car Decor,"Prince Anwar Saha Connector, Haltu, Kolkata",Haltu,Kolkata,700078,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Kolkata/Image-Car-Decor-Near-By-Sbi-Bank-Kalikapur-Haltu/033PXX33-XX33-190711131814-S1M4_BZDET
ISHWAR DIGITAL STORE,"Veer Chandra Singh Garhwali Marg Padampur Sukhro, Kotdwara, Kotdwara",Kotdwara,Kolkata,246149,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Kotdwara/ISHWAR-DIGITAL-STORE-Near-By-Ganesh-Mandir-Kotdwara/9999P1368-1368-251004150819-F5T5_BZDET
M.A Automobiles,"CST Road, Kurla West, Mumbai",Kurla West,Kolkata,400070,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/MA-Automobiles-Near-Hotel-Bkc-Palace-Kurla-West/022PXX22-XX22-240226155536-J3G2_BZDET
