name,address,area,city,pincode,phone,rating,reviews,category,dealer_type,source,source_url
City Service Centre (Indian Oil),"Mangolpuri, Delhi",Mangolpuri,Delhi,110083,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Delhi/City-Service-Centre-Indian-Oil-Opposite-Mangolpuri-Industrial-Area-Phase-1-Mangolpuri/011P8050028_BZDET
Alektrify Charging Station,"Hayatpur, Gurgaon",Hayatpur,Delhi,122505,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Gurgaon/Alektrify-Charging-Station-Hayatpur/011PXX11-XX11-220630194722-L7L6_BZDET
Ganga Petro (Indian Oil),"Dwarka Sector 10, Delhi",Dwarka Sector 10,Delhi,110075,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Delhi/Ganga-Petro-Indian-Oil-Dwarka-Sector-10/011PXX11-XX11-220608185554-T2U6_BZDET
Shree Vrindavan Motors,", Gola Factory Main Road Govind Vihar , Karawal Nagar, Delhi",Karawal Nagar,Delhi,110090,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/Shree-Vrindavan-Motors-Near-Hariom-Bhojnalaya-Karawal-Nagar/011PXX11-XX11-231020191717-G5W9_BZDET
MahaLaxmi EV Chargers,"Dhorka Road, Gurgaon Sector 95, Gurgaon",Gurgaon Sector 95,Delhi,122505,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Gurgaon/MahaLaxmi-EV-Chargers-Near-Spaze-Tristar-Gurgaon-Sector-95/011PXX11-XX11-221214204356-N9V6_BZDET
A One Battery Centre,"TIS Hazari, Delhi",TIS Hazari,Delhi,110054,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/A-One-Battery-Centre-Behind-Tees-Hazari-Court-Gokhale-Market-TIS-Hazari/011P1217919295N2U8N5_BZDET
Shree Shyam E-vehicles,"Main Johripur Road, Johripur, Delhi",Johripur,Delhi,110094,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/Shree-Shyam-E-vehicles-Pnb-Bank-Johripur/011PXX11-XX11-221125102412-V3G2_BZDET
Elite Auto Engineers Pvt Ltdflyover,"Bata Flyover Road, Faridabad NIT, Faridabad",Faridabad NIT,Delhi,121001,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Faridabad/Elite-Auto-Engineers-Pvt-Ltdflyover-Near-By-Bata-Flyover-Faridabad-NIT/011PXX11-XX11-160922161912-N1L2_BZDET
Ev Slow charger sall,"Gali No9, Atta Market, Noida",Atta Market,Delhi,201301,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Noida/Ev-Slow-Charger-Sall-Sec18-Noida-Metro-Station-Atta-Market/011PXX11-XX11-250726002808-N7A4_BZDET
JRK Enterprises,"Main Wazirabad Road, Khajuri Khas, Delhi",Khajuri Khas,Delhi,110094,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/JRK-Enterprises-Khajuri-Khas/011PXX11-XX11-131009234510-M3V4_BZDET
Carber Ev Solutions Pvt Ltd,"Najafgarh, Delhi",Najafgarh,Delhi,110043,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/Carber-Ev-Solutions-Pvt-Ltd-Najafgarh/011PXX11-XX11-221205200311-Z8V5_BZDET
BABA Enterprise,"Plot No-16 Budh Market Road Siv Choke, Ashok Vatika, Sahibabad",Ashok Vatika,Delhi,201005,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Sahibabad/BABA-Enterprise-Shalimar-Garden-Budh-Market-Road-Ashok-Vatika/011PXX11-XX11-221025144807-I1K2_BZDET
EV Charger - Electric Vehichles Charging Infrastructer,"Kamla Nagar, Delhi",Kamla Nagar,Delhi,110007,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/EV-Charger-Electric-Vehichles-Charging-Infrastructer-Kamla-Nagar/011PXX11-XX11-230106040006-U7H6_BZDET
Pacific Mall Tagore Garden Delhi Charging Station,"Najafgarh Road, Tilak Nagar, Delhi",Tilak Nagar,Delhi,110018,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Delhi/Pacific-Mall-Tagore-Garden-Delhi-Charging-Station-Tilak-Nagar/011PXX11-XX11-240827190602-R7R8_BZDET
Blusmart Charging Station,"Samalka, Delhi",Samalka,Delhi,110037,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Delhi/Blusmart-Charging-Station-Samalka/011PXX11-XX11-230131200410-D5B3_BZDET
Lithium Urban Technology Pvt Ltd,"Gurgaon Sector 14, Gurgaon",Gurgaon Sector 14,Delhi,122007,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Gurgaon/Lithium-Urban-Technology-Pvt-Ltd-Gurgaon-Sector-14/011PXX11-XX11-231230200754-S6K9_BZDET
Hopcharge,"Atlas Chowk, Gurgaon",Atlas Chowk,Delhi,122015,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Gurgaon/Hopcharge-Cube8-Co-Working-Space-Atlas-Chowk/011PXX11-XX11-230331122215-K4P8_BZDET
Ion Ohms Electric Car,"South City 1, Gurgaon",South City 1,Delhi,122001,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Gurgaon/Ion-Ohms-Electric-Car-South-City-1/011PXX11-XX11-171222111255-K8E5_BZDET
Insparc,"Noida Sector 65, Noida",Noida Sector 65,Delhi,201301,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Noida/Insparc-Noida-Sector-65/011PXX11-XX11-230331124547-V5N7_BZDET
Fortune Service Station (Indian Oil),"Rohini Sector 19, Delhi",Rohini Sector 19,Delhi,110085,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Delhi/Fortune-Service-Station-Indian-Oil-Opposite-Rohini-Jail-Rohini-Sector-19/011PXX11-XX11-110204171126-U6Z6_BZDET
Volttic Electric Vehicle Charging Station,"Sohna, Gurgaon",Sohna,Delhi,122103,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Gurgaon/Volttic-Electric-Vehicle-Charging-Station-Near-Lakshya-Tent-House-Village-Wazirabad-Sector-52-Sohna/011PXX11-XX11-220923150741-V3K4_BZDET
Erisha E Mobility Pvt Ltd,"Jasola, Delhi",Jasola,Delhi,110025,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Delhi/Erisha-E-Mobility-Pvt-Ltd-Jasola/011PXX11-XX11-221127204231-C1H5_BZDET
Planet Electro Labs,"Basai Darapur, Delhi",Basai Darapur,Delhi,110015,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Delhi/Planet-Electro-Labs-Near-Ramesh-Nagar-Metro-Station-Basai-Darapur/011PXX11-XX11-170316131559-J7L8_BZDET
Zovi Motors (E Bike Store),"Shreyas Cinema Garden Lane LBS Road, Ghatkopar West, Mumbai",Ghatkopar West,Mumbai,400086,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Zovi-Motors-E-Bike-Store-Behind-Vijay-Sales-Ghatkopar-West/022PXX22-XX22-220602162936-V7D9_BZDET
Swastik Motors,"S M Road, Kurla West, Mumbai",Kurla West,Mumbai,400070,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Swastik-Motors-Near-By-Takiya-Wadi-Kurla-West/022PXX22-XX22-240522172059-B8U1_BZDET
Deep Electro Services,"90ft Road, Dombivli East, Thane",Dombivli East,Mumbai,421201,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Thane/Deep-Electro-Services-Near-By-Balaji-Nagar-and-Dawat-Hotel-Dombivli-East/022PXX22-XX22-250812142723-I9F1_BZDET
Zerofootprint,"Saki Vihar Road, Andheri East, Mumbai",Andheri East,Mumbai,400072,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Zerofootprint-Opposite-LT-Gate-No-6-Andheri-East/022PXX22-XX22-230906040143-A4U1_BZDET
Electric Vehicles Service Centre,"4th Cross Link Road, Devki Nagar-Borivali West, Mumbai",Devki Nagar-Borivali West,Mumbai,400103,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Electric-Vehicles-Service-Centre-Near-Narayana-School-Devki-Nagar-Borivali-West/022PXX22-XX22-231018072403-J6D3_BZDET
Magenta Power Pvt Ltd,"Sector 14, Kopar Khairane Sector 14, Navi Mumbai",Kopar Khairane Sector 14,Mumbai,400709,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Navi-Mumbai/Magenta-Power-Pvt-Ltd-Behind-Reliance-Foundation-School-Kopar-Khairane-Sector-14/022PXX22-XX22-190326112002-V3T2_BZDET
Multi-E Bikes,"Bharat Bazar,Gandhi Nagar, Worli, Mumbai",Worli,Mumbai,400018,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Multi-E-Bikes-Opposite-Municipal-Industrial-Eatate-Worli/022PXX22-XX22-231117201740-A4J7_BZDET
Shivanya Enterprise,"Maharashtra, Kalher, Bhiwandi",Kalher,Mumbai,421302,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Bhiwandi/Shivanya-Enterprise-Near-Kalher-Weight-Bridge-Kalher/022PXX22-XX22-181106142029-I5V2_BZDET
Dadani\'s Metro Enterprises,"Masjid Bunder, Mumbai",Masjid Bunder,Mumbai,400003,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Dadanis-Metro-Enterprises-Masjid-Bunder/022PXX22-XX22-220511200014-C1I3_BZDET
Nidhi Corporation,"Station Road, Badlapur, Thane",Badlapur,Mumbai,421503,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Thane/Nidhi-Corporation-Opposite-Nilam-Sweets-Shivaji-Chowk-Badlapur/022PXX22-XX22-180823184516-B8N8_BZDET
Cymoline Sales Corporation,"Ghatkopar Mahul Road,Opp Pestom Sagar Road No-6, Chembur West, Mumbai",Chembur West,Mumbai,400089,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Cymoline-Sales-Corporation-Near-Meghraj-Hotel-Ghatkopar-Smashan-Bhoomi-Chembur-West/022PGL02124_BZDET
MG Motor,"New Link Road, Malad West, Mumbai",Malad West,Mumbai,400064,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/MG-Motor-Ram-Nagar-Near-Inorbit-Mall-Opposite-Cloud-Nine-Hospital-Malad-West/022PXX22-XX22-190517165750-L4U9_BZDET
Kinis Causeway (Indian Oil),"S V Road, Bandra West, Mumbai",Bandra West,Mumbai,400050,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Kinis-Causeway-Indian-Oil-Near-Ma-Masjit-Bandra-West/022P1306916_BZDET
Joaquim Petroleums (Indian Oil),"Sion Trombay Road, Deonar, Mumbai",Deonar,Mumbai,400088,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Joaquim-Petroleums-Indian-Oil-Opposite-Telecom-Factory-Deonar/022P5344824_BZDET
Mr E Bikes,"C Block Road, Ulhasnagar No 1, Thane",Ulhasnagar No 1,Mumbai,421002,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Thane/Mr-E-Bikes-Near-Ram-Krishna-Mandir-Sidhi-Vinayak-Nagar-Ulhasnagar-No-1/022PXX22-XX22-240418180738-R3X6_BZDET
Jio-Bp Pulse,"Rohinjan, Navi Mumbai",Rohinjan,Mumbai,410210,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Jio-Bp-Pulse-Rohinjan/022PXX22-XX22-230819024018-B6I6_BZDET
Omkar Auto Service,"Gandhi Chowk Kulgaon, Badlapur, Thane",Badlapur,Mumbai,421503,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Thane/Omkar-Auto-Service-Jumma-Masjid-Badlapur/022PXX22-XX22-241024125751-A2K8_BZDET
Magenta Ev Solutions Pvt Ltd,"Kopar Khairane, Navi Mumbai",Kopar Khairane,Mumbai,400709,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Magenta-Ev-Solutions-Pvt-Ltd-Behind-Reliance-Foundation-School-Sector-14-Kopar-Khairane/022PXX22-XX22-180901021115-T9A5_BZDET
I Carport (Indian Oil),"Sahar Link Road, Andheri East, Mumbai",Andheri East,Mumbai,400099,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/I-Carport-Indian-Oil-Opposite-Ambassador-Flight-Kitchen-Andheri-East/022P101218_BZDET
Reverrse Renewable Energies,"Eksar Road, Borivali West, Mumbai",Borivali West,Mumbai,400092,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Reverrse-Renewable-Energies-Above-Royal-Veg-Borivali-West/022PXX22-XX22-180305132538-Q1V3_BZDET
E V Enterprises,"Shivaji Chowk Road, Badlapur, Thane",Badlapur,Mumbai,421503,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Thane/E-V-Enterprises-Badlapur/022PXX22-XX22-230609200708-I8X4_BZDET
E-Pulse EV Charging,Mumbai,,Mumbai,421306,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/E-Pulse-EV-Charging/022PXX22-XX22-240622102248-A1H5_BZDET
Volttic Ev Charging Solution,"Kalyan East, Kalyan",Kalyan East,Mumbai,421306,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Kalyan/Volttic-Ev-Charging-Solution-Kalyan-East/022PXX22-XX22-210128052016-B3F1_BZDET
Next Gen Ev,"Mantra City Road, Vishnupuri, Talegaon Dabhade",Vishnupuri,Mumbai,410507,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Talegaon-Dabhade/Next-Gen-Ev-Near-Morya-Misal-Vishnupuri/020PXX20-XX20-130819213549-Y4A7_BZDET
Sehgal Hero (Showroom),"Pune Nashik Road Ektanagar, Chakan, Pune",Chakan,Mumbai,410501,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Sehgal-Hero-Showroom-Opposite-Saha-Indian-Oil-Petrol-Chakan/020PXX20-XX20-180326141524-H4M8_BZDET
Goegonetwork,"Baner, Pune",Baner,Mumbai,411045,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Goegonetwork-Behind-WestsideBaner-Baner/020PXX20-XX20-220612055543-J8V8_BZDET
Transcent Electrical Bikes,"Baner Gaon-Baner, Pune",Baner Gaon-Baner,Mumbai,411045,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Transcent-Electrical-Bikes-Near-Krushna-Medical-Off-Pancard-Road-Baner-Gaon-Baner/020PXX20-XX20-160419031501-N9V3_BZDET
Octillion Power Systems,"Bhosari Industrial Estate, Pune",Bhosari Industrial Estate,Mumbai,411026,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Octillion-Power-Systems-MIDC-Mahalunge-Bhosari-Industrial-Estate/020PXX20-XX20-180719112027-K2N3_BZDET
ECO Tejas Electric Bike,"Damale Path, Erandwane, Pune",Erandwane,Mumbai,411004,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/ECO-Tejas-Electric-Bike-Dr-Megha-Erandwane/020PXX20-XX20-220516133243-F7Y1_BZDET
Volt Up,"Kalina, Mumbai",Kalina,Mumbai,400098,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Volt-Up-Kolivery-Village-Mmrda-Area-Kalina/022PXX22-XX22-250918145353-E8M6_BZDET
Pluginindia Electrics (Opc) Pvt Ltd,"2nd Hasanabad Lane, Santacruz West, Mumbai",Santacruz West,Mumbai,400054,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Pluginindia-Electrics-Opc-Pvt-Ltd-Santacruz-West/022PXX22-XX22-180719124958-C5X8_BZDET
Chargezone Charging Station,"Acchad, Talasari",Acchad,Mumbai,401606,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Talasari/Chargezone-Charging-Station-Acchad/022PXX22-XX22-231222001407-Q8N8_BZDET
Magenta Chargegrid (Head Office),"Turbhe Midc, Navi Mumbai",Turbhe Midc,Mumbai,400703,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Magenta-Chargegrid-Head-Office-Near-Unitech-Motors-Turbhe-Turbhe-Midc/022PXX22-XX22-220328095315-Q2J1_BZDET
Charge Zone Charging Station,"Midc, Nerul, Navi Mumbai",Nerul,Mumbai,400706,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Charge-Zone-Charging-Station-Near-Uran-Phata-Signal-Nerul/022PXX22-XX22-220923090130-K3Z7_BZDET
Magenta Ev Solution Pvt Ltd,"Turbhe MIDC, Navi Mumbai",Turbhe MIDC,Mumbai,400703,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Magenta-Ev-Solution-Pvt-Ltd-Near-Unitech-Motors-TTC-Industrial-Area-Turbhe-MIDC/022PXX22-XX22-181222182334-Z6F4_BZDET
Greenshift Initiatives Pvt Ltd,"Khairane Bonkode Village Marg, Kopar Khairane, Navi Mumbai",Kopar Khairane,Mumbai,400709,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Greenshift-Initiatives-Pvt-Ltd-Kopar-Khairane/022PXX22-XX22-231225000037-W8S8_BZDET
Ev Dock Charging Station,"Chhatrapati Shivaji Maharaj Int'l Airport Road, Aai Colony, Mumbai",Aai Colony,Mumbai,400099,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Ev-Dock-Charging-Station-Near-Mumbai-International-Airport-Aai-Colony/022PXX22-XX22-240329160831-H3F4_BZDET
Shree Balaji Repairing,"OPPOSITE Government Girl School BALLBHGARH NEAR AGGARWAL COLLAGE, Ballabhgarh Faridabad, Faridabad",Ballabhgarh Faridabad,Delhi,121004,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Faridabad/Shree-Balaji-Repairing-Bhikam-Colony-Ballabhgarh-Faridabad/011PXX11-XX11-241105143001-X5N5_BZDET
BHAN TECHNOLOGIES,"IMT Faridabad, Sector 68, Ballabhgarh Sector 68, Faridabad",Ballabhgarh Sector 68,Delhi,121004,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Faridabad/BHAN-TECHNOLOGIES-IMT-Faridabad-Ballabhgarh-Sector-68/011PXX11-XX11-130722014509-P7Q5_BZDET
Digitech Sales,"Pitampura, Delhi",Pitampura,Delhi,110034,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/Digitech-Sales-Pitampura/011PXX11-XX11-180627122746-N4N7_BZDET
Malik Battery & Inverter,"Loni Road, Loni, Ghaziabad",Loni,Delhi,201102,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Ghaziabad/Malik-Battery-Inverter-Near-Indirapuri-Police-Station-A-Block-Laxmi-Garden-Loni/011PXX11-XX11-200114164704-L9L4_BZDET
Smartek Solutions,"Vikaspuri, Delhi",Vikaspuri,Delhi,110018,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/Smartek-Solutions-Near-Patel-Homopethic-Vikaspuri/011PXX11-XX11-240330164849-N5A6_BZDET
Coslight India Telecom Pvt Ltd,"IMT Manesar, Gurgaon",IMT Manesar,Delhi,122052,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Gurgaon/Coslight-India-Telecom-Pvt-Ltd-Sector-IMT-Manesar/011PX124-X124-120321110012-A8R3_BZDET
Samco Rubber & Batteries,"Near Kashmere Gate, TIS Hazari, Delhi",TIS Hazari,Delhi,110054,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/Samco-Rubber-Batteries-TIS-Hazari/011PXX11-XX11-180903150919-R4N1_BZDET
Ev Workshop Delhi,"Main Khaira Road, Najafgarh, Delhi",Najafgarh,Delhi,110043,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/Ev-Workshop-Delhi-Opposite-Aman-Garden-Najafgarh/011PXX11-XX11-250124103831-Z1N3_BZDET
Sunmax Ev Charger,"Dabri Extension, Delhi",Dabri Extension,Delhi,110045,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Delhi/Sunmax-Ev-Charger-Dabri-Extension/011PXX11-XX11-250405001159-T7T5_BZDET
Np Green Electric Vehicle Pvt. Ltd,"Vikas Marg, Nirvana, Gurgaon",Nirvana,Delhi,122018,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Gurgaon/Np-Green-Electric-Vehicle-Pvt-Ltd-Nirvana/011PXX11-XX11-240925212359-S6A1_BZDET
Vegh Rb Enterprises,"Niwari Road Defence Colony, Niwari, Modinagar",Niwari,Delhi,201204,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Modinagar/Vegh-Rb-Enterprises-Near-Police-Chowki-Niwari/011PXX11-XX11-231203122537-U6V6_BZDET
Malwa Automobiles Prashant Vihar Charging Station,"Rohini, Delhi",Rohini,Delhi,110085,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Delhi/Malwa-Automobiles-Prashant-Vihar-Charging-Station-Rohini/011PXX11-XX11-240827190550-W9U6_BZDET
Autovikas Sales And Service (TATA Motors),"Mathura Road Faridabad, Faridabad",Mathura Road Faridabad,Delhi,121003,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Faridabad/Autovikas-Sales-And-Service-TATA-Motors-Near-Ymca-Chowk-Mile-Stone-Sector-5-Mathura-Road-Faridabad/011PXX11-XX11-180801074624-K2Q8_BZDET
Sagar Motors Ev Charging Station,"Surajpur Kasna Road, Surajpur, Greater Noida",Surajpur,Delhi,201306,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Greater-Noida/Sagar-Motors-Ev-Charging-Station-Near-Pari-Chowk-Surajpur/011PXX11-XX11-240827190614-A5V6_BZDET
Sethi Auto (Indian Oil),"N H N0 8 , Mahipalpur, Delhi",Mahipalpur,Delhi,110037,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Delhi/Sethi-Auto-Indian-Oil-Mahipalpur/011PXX11-XX11-180824185813-U3E1_BZDET
